shipment_id,route_id,ship_ts_utc,service_start_local,service_end_local,tz_offset_minutes
7681,R012,2026-03-15T22:26:00+00:00,2026-03-16T23:45:00,2026-03-17T03:13:00,480
7682,R012,2026-03-17T23:51:00+00:00,2026-03-17T22:01:00,2026-03-18T01:50:00,480
7683,R012,2026-03-17T11:37:00+00:00,2026-03-17T20:33:00,2026-03-17T23:39:00,480
7684,R012,2026-03-18T00:00:00+00:00,2026-03-17T11:10:00,2026-03-17T14:31:00,480
7685,R012,2026-03-17T02:41:00Z,2026-03-17T11:15:00,2026-03-17T14:14:00,480
7686,R012,2026-03-17T11:56:00+00:00,2026-03-17T20:40:00,2026-03-18T00:12:00,480
7687,R012,2026-03-17T23:51:00Z,2026-03-17T21:59:00,2026-03-18T01:35:00,480
7688,R012,2026-03-16T20:06:00+00:00,2026-03-17T04:50:00,2026-03-17T08:18:00,480
7689,R012,2026-03-17T03:04:00Z,2026-03-17T11:17:00,2026-03-17T14:32:00,480
7690,R012,2026-03-18T01:36:00+00:00,2026-03-17T11:17:00,2026-03-17T14:49:00,480
7691,R012,2026-03-18T02:13:00Z,2026-03-17T22:15:00,2026-03-18T01:26:00,480
7692,R012,2026-03-16T21:46:00+00:00,2026-03-17T05:20:00,2026-03-17T07:43:00,480
7693,R012,2026-03-18T00:21:00+00:00,2026-03-17T20:37:00,2026-03-17T23:46:00,480
7694,R012,2026-03-18T00:46:00Z,2026-03-17T11:25:00,2026-03-17T14:49:00,480
7695,R012,2026-03-17T06:00:00+00:00,2026-03-17T11:38:00,2026-03-17T14:36:00,480
7696,R012,2026-03-17T04:58:00+00:00,2026-03-17T11:21:00,2026-03-17T14:32:00,480
7697,R012,2026-03-17T23:58:00Z,2026-03-17T22:20:00,2026-03-18T01:16:00,480
7698,R012,2026-03-17T21:13:00+00:00,2026-03-17T20:44:00,2026-03-17T23:42:00,480
7699,R012,2026-03-17T04:04:00Z,2026-03-17T11:39:00,2026-03-17T14:44:00,480
7700,R012,2026-03-18T00:18:00Z,2026-03-17T20:45:00,2026-03-18T00:03:00,480
7701,R012,2026-03-16T21:51:00+00:00,2026-03-17T22:17:00,2026-03-18T01:19:00,480
7702,R012,2026-03-17T00:10:00Z,2026-03-17T11:25:00,2026-03-17T14:38:00,480
7703,R012,2026-03-15T23:18:00Z,2026-03-17T05:02:00,2026-03-17T07:43:00,480
7704,R012,2026-03-17T14:00:00Z,2026-03-17T22:04:00,2026-03-18T01:29:00,480
7705,R012,2026-03-17T10:55:00+00:00,2026-03-17T20:18:00,2026-03-17T23:47:00,480
7706,R012,2026-03-18T00:10:00+00:00,2026-03-17T20:27:00,2026-03-18T00:19:00,480
7707,R012,2026-03-15T23:49:00Z,2026-03-16T23:51:00,2026-03-17T02:51:00,480
7708,R012,2026-03-16T23:53:00+00:00,2026-03-17T11:29:00,2026-03-17T14:19:00,480
7709,R012,2026-03-16T23:47:00+00:00,2026-03-17T22:14:00,2026-03-18T01:46:00,480
7710,R012,2026-03-16T23:59:00+00:00,2026-03-17T11:18:00,2026-03-17T14:48:00,480
7711,R012,2026-03-17T00:09:00+00:00,2026-03-16T23:56:00,2026-03-17T03:05:00,480
7712,R012,2026-03-17T00:12:00Z,2026-03-17T11:27:00,2026-03-17T14:24:00,480
7713,R012,2026-03-17T00:13:00+00:00,2026-03-17T20:33:00,2026-03-18T00:17:00,480
7714,R012,2026-03-17T12:18:00+00:00,2026-03-17T20:15:00,2026-03-17T23:40:00,480
7715,R012,2026-03-17T14:33:00Z,2026-03-17T22:13:00,2026-03-18T01:14:00,480
7716,R012,2026-03-16T23:20:00Z,2026-03-16T23:54:00,2026-03-17T03:03:00,480
7717,R012,2026-03-16T00:14:00Z,2026-03-17T00:17:00,2026-03-17T03:04:00,480
7718,R012,2026-03-16T21:30:00Z,2026-03-17T05:16:00,2026-03-17T07:43:00,480
7719,R012,2026-03-17T23:52:00+00:00,2026-03-17T21:45:00,2026-03-18T01:43:00,480
7720,R012,2026-03-17T23:14:00Z,2026-03-17T22:20:00,2026-03-18T01:22:00,480
7721,R012,2026-03-17T14:01:00+00:00,2026-03-17T22:12:00,2026-03-18T01:25:00,480
7722,R012,2026-03-17T00:00:00+00:00,2026-03-17T11:31:00,2026-03-17T14:38:00,480
7723,R012,2026-03-17T03:10:00Z,2026-03-17T11:22:00,2026-03-17T14:46:00,480
7724,R012,2026-03-17T03:31:00Z,2026-03-17T11:28:00,2026-03-17T14:46:00,480
7725,R012,2026-03-16T23:58:00Z,2026-03-17T20:48:00,2026-03-18T00:09:00,480
7726,R012,2026-03-17T23:58:00Z,2026-03-17T22:00:00,2026-03-18T01:18:00,480
7727,R012,2026-03-16T21:02:00+00:00,2026-03-17T11:14:00,2026-03-17T14:19:00,480
7728,R012,2026-03-16T15:44:00Z,2026-03-16T23:51:00,2026-03-17T03:06:00,480
7729,R012,2026-03-16T15:30:00+00:00,2026-03-16T23:42:00,2026-03-17T03:03:00,480
7730,R012,2026-03-18T00:45:00+00:00,2026-03-17T22:14:00,2026-03-18T01:37:00,480
7731,R012,2026-03-16T13:21:00+00:00,2026-03-17T00:10:00,2026-03-17T03:19:00,480
7732,R012,2026-03-16T21:21:00Z,2026-03-17T20:21:00,2026-03-17T23:43:00,480
7733,R012,2026-03-16T23:53:00Z,2026-03-17T04:51:00,2026-03-17T07:43:00,480
7734,R012,2026-03-18T00:06:00+00:00,2026-03-17T21:53:00,2026-03-18T01:31:00,480
7735,R012,2026-03-17T12:29:00+00:00,2026-03-17T20:30:00,2026-03-17T23:40:00,480
7736,R012,2026-03-17T03:14:00+00:00,2026-03-17T11:24:00,2026-03-17T14:22:00,480
7737,R012,2026-03-17T13:30:00+00:00,2026-03-17T21:41:00,2026-03-18T01:30:00,480
7738,R012,2026-03-17T02:57:00+00:00,2026-03-17T00:14:00,2026-03-17T02:59:00,480
7739,R012,2026-03-17T00:32:00+00:00,2026-03-17T04:46:00,2026-03-17T07:52:00,480
7740,R012,2026-03-17T23:58:00+00:00,2026-03-17T20:21:00,2026-03-17T23:40:00,480
7741,R012,2026-03-18T02:21:00+00:00,2026-03-18T05:13:00,2026-03-18T07:54:00,480
7742,R012,2026-03-18T23:49:00+00:00,2026-03-18T22:11:00,2026-03-19T01:48:00,480
7743,R012,2026-03-18T01:44:00+00:00,2026-03-18T20:27:00,2026-03-19T00:00:00,480
7744,R012,2026-03-18T00:43:00+00:00,2026-03-18T11:26:00,2026-03-18T14:22:00,480
7745,R012,2026-03-19T00:12:00Z,2026-03-18T20:36:00,2026-03-18T23:52:00,480
7746,R012,2026-03-18T15:24:00+00:00,2026-03-18T21:43:00,2026-03-19T01:33:00,480
7747,R012,2026-03-17T15:44:00Z,2026-03-17T23:42:00,2026-03-18T02:55:00,480
7748,R012,2026-03-18T09:24:00+00:00,2026-03-18T20:11:00,2026-03-19T00:07:00,480
7749,R012,2026-03-18T01:22:00Z,2026-03-18T11:50:00,2026-03-18T14:24:00,480
7750,R012,2026-03-16T22:08:00Z,2026-03-18T04:43:00,2026-03-18T07:51:00,480
7751,R012,2026-03-16T22:04:00Z,2026-03-18T05:15:00,2026-03-18T08:16:00,480
7752,R012,2026-03-17T23:25:00Z,2026-03-18T20:24:00,2026-03-19T00:17:00,480
7753,R012,2026-03-18T23:59:00Z,2026-03-18T20:26:00,2026-03-18T23:48:00,480
7754,R012,2026-03-18T02:07:00Z,2026-03-18T22:06:00,2026-03-19T01:50:00,480
7755,R012,2026-03-18T03:26:00Z,2026-03-18T11:16:00,2026-03-18T14:20:00,480
7756,R012,2026-03-16T23:29:00+00:00,2026-03-18T05:19:00,2026-03-18T07:53:00,480
7757,R012,2026-03-17T21:04:00Z,2026-03-18T21:50:00,2026-03-19T01:37:00,480
7758,R012,2026-03-18T15:22:00+00:00,2026-03-18T22:13:00,2026-03-19T01:36:00,480
7759,R012,2026-03-18T01:48:00Z,2026-03-18T21:53:00,2026-03-19T01:23:00,480
7760,R012,2026-03-18T01:10:00+00:00,2026-03-17T23:53:00,2026-03-18T03:05:00,480
7761,R012,2026-03-18T16:09:00+00:00,2026-03-18T22:16:00,2026-03-19T01:18:00,480
7762,R012,2026-03-17T15:58:00Z,2026-03-18T00:14:00,2026-03-18T02:56:00,480
7763,R012,2026-03-17T19:45:00+00:00,2026-03-18T05:01:00,2026-03-18T07:52:00,480
7764,R012,2026-03-18T02:37:00+00:00,2026-03-18T20:35:00,2026-03-18T23:54:00,480
7765,R012,2026-03-18T23:54:00Z,2026-03-18T21:43:00,2026-03-19T01:19:00,480
7766,R012,2026-03-18T22:30:00+00:00,2026-03-18T22:11:00,2026-03-19T01:13:00,480
7767,R012,2026-03-18T12:48:00Z,2026-03-18T20:35:00,2026-03-18T23:57:00,480
7768,R012,2026-03-17T22:02:00Z,2026-03-18T05:12:00,2026-03-18T08:17:00,480
7769,R012,2026-03-17T23:49:00+00:00,2026-03-18T22:16:00,2026-03-19T01:27:00,480
7770,R012,2026-03-17T23:26:00+00:00,2026-03-18T22:14:00,2026-03-19T01:47:00,480
7771,R012,2026-03-19T00:11:00Z,2026-03-18T20:37:00,2026-03-18T23:40:00,480
7772,R012,2026-03-17T01:49:00Z,2026-03-18T04:56:00,2026-03-18T08:19:00,480
7773,R012,2026-03-16T23:57:00+00:00,2026-03-17T23:52:00,2026-03-18T02:48:00,480
7774,R012,2026-03-17T22:25:00Z,2026-03-18T04:42:00,2026-03-18T07:47:00,480
7775,R012,2026-03-18T21:46:00Z,2026-03-18T20:13:00,2026-03-18T23:55:00,480
7776,R012,2026-03-18T00:33:00+00:00,2026-03-18T05:03:00,2026-03-18T07:42:00,480
7777,R012,2026-03-18T23:55:00Z,2026-03-18T20:31:00,2026-03-19T00:06:00,480
7778,R012,2026-03-17T16:06:00+00:00,2026-03-18T00:09:00,2026-03-18T03:15:00,480
7779,R012,2026-03-17T01:32:00+00:00,2026-03-18T04:46:00,2026-03-18T08:16:00,480
7780,R012,2026-03-17T18:58:00+00:00,2026-03-18T05:20:00,2026-03-18T07:54:00,480
7781,R012,2026-03-18T05:41:00Z,2026-03-18T11:30:00,2026-03-18T14:20:00,480
7782,R012,2026-03-17T21:13:00Z,2026-03-18T11:45:00,2026-03-18T14:45:00,480
7783,R012,2026-03-18T00:17:00Z,2026-03-18T05:18:00,2026-03-18T07:59:00,480
7784,R012,2026-03-18T13:49:00Z,2026-03-18T21:47:00,2026-03-19T01:21:00,480
7785,R012,2026-03-18T01:56:00Z,2026-03-18T21:46:00,2026-03-19T01:42:00,480
7786,R012,2026-03-18T23:49:00+00:00,2026-03-18T11:39:00,2026-03-18T14:19:00,480
7787,R012,2026-03-19T00:16:00Z,2026-03-18T22:19:00,2026-03-19T01:12:00,480
7788,R012,2026-03-19T01:41:00+00:00,2026-03-18T20:29:00,2026-03-19T00:16:00,480
7789,R012,2026-03-18T15:12:00Z,2026-03-18T21:42:00,2026-03-19T01:45:00,480
7790,R012,2026-03-17T00:12:00Z,2026-03-17T23:51:00,2026-03-18T02:52:00,480
7791,R012,2026-03-18T02:27:00+00:00,2026-03-18T04:49:00,2026-03-18T08:01:00,480
7792,R012,2026-03-17T01:19:00+00:00,2026-03-18T05:03:00,2026-03-18T08:20:00,480
7793,R012,2026-03-17T14:46:00+00:00,2026-03-17T23:42:00,2026-03-18T02:55:00,480
7794,R012,2026-03-16T23:08:00Z,2026-03-18T04:42:00,2026-03-18T08:03:00,480
7795,R012,2026-03-18T00:13:00Z,2026-03-18T22:08:00,2026-03-19T01:40:00,480
7796,R012,2026-03-17T23:47:00Z,2026-03-18T05:05:00,2026-03-18T08:04:00,480
7797,R012,2026-03-19T02:02:00Z,2026-03-18T21:46:00,2026-03-19T01:48:00,480
7798,R012,2026-03-18T01:05:00+00:00,2026-03-18T11:14:00,2026-03-18T14:13:00,480
7799,R012,2026-03-16T23:48:00+00:00,2026-03-18T04:54:00,2026-03-18T07:49:00,480
7800,R012,2026-03-18T12:42:00+00:00,2026-03-18T20:45:00,2026-03-19T00:08:00,480
7801,R012,2026-03-18T00:07:00+00:00,2026-03-19T00:05:00,2026-03-19T02:52:00,480
7802,R012,2026-03-19T00:08:00+00:00,2026-03-19T05:09:00,2026-03-19T07:48:00,480
7803,R012,2026-03-19T00:33:00Z,2026-03-19T22:00:00,2026-03-20T01:26:00,480
7804,R012,2026-03-19T02:41:00Z,2026-03-19T20:27:00,2026-03-20T00:16:00,480
7805,R012,2026-03-19T11:01:00+00:00,2026-03-19T20:10:00,2026-03-20T00:18:00,480
7806,R012,2026-03-19T14:18:00Z,2026-03-19T20:50:00,2026-03-20T00:02:00,480
7807,R012,2026-03-18T23:57:00Z,2026-03-19T00:17:00,2026-03-19T02:59:00,480
7808,R012,2026-03-19T02:37:00Z,2026-03-19T00:17:00,2026-03-19T02:53:00,480
7809,R012,2026-03-19T02:46:00+00:00,2026-03-18T23:53:00,2026-03-19T03:08:00,480
7810,R012,2026-03-19T22:56:00+00:00,2026-03-19T11:17:00,2026-03-19T14:40:00,480
7811,R012,2026-03-18T01:34:00+00:00,2026-03-19T00:00:00,2026-03-19T02:45:00,480
7812,R012,2026-03-19T23:55:00Z,2026-03-19T11:15:00,2026-03-19T14:31:00,480
7813,R012,2026-03-18T22:11:00Z,2026-03-19T20:44:00,2026-03-19T23:46:00,480
7814,R012,2026-03-20T01:53:00+00:00,2026-03-19T11:31:00,2026-03-19T14:22:00,480
7815,R012,2026-03-20T01:49:00Z,2026-03-19T11:14:00,2026-03-19T14:23:00,480
7816,R012,2026-03-18T00:12:00+00:00,2026-03-19T00:08:00,2026-03-19T02:53:00,480
7817,R012,2026-03-19T02:17:00+00:00,2026-03-19T11:46:00,2026-03-19T14:17:00,480
7818,R012,2026-03-18T22:16:00+00:00,2026-03-19T05:05:00,2026-03-19T07:46:00,480
7819,R012,2026-03-19T23:59:00Z,2026-03-19T11:28:00,2026-03-19T14:49:00,480
7820,R012,2026-03-19T13:55:00+00:00,2026-03-19T21:48:00,2026-03-20T01:32:00,480
7821,R012,2026-03-20T01:09:00Z,2026-03-19T21:40:00,2026-03-20T01:26:00,480
7822,R012,2026-03-19T03:35:00+00:00,2026-03-19T11:49:00,2026-03-19T14:40:00,480
7823,R012,2026-03-19T04:19:00Z,2026-03-19T11:33:00,2026-03-19T14:13:00,480
7824,R012,2026-03-19T01:11:00+00:00,2026-03-19T05:09:00,2026-03-19T07:44:00,480
7825,R012,2026-03-19T15:34:00Z,2026-03-19T22:13:00,2026-03-20T01:34:00,480
7826,R012,2026-03-17T22:54:00+00:00,2026-03-19T05:16:00,2026-03-19T07:48:00,480
7827,R012,2026-03-20T02:37:00Z,2026-03-19T11:19:00,2026-03-19T14:25:00,480
7828,R012,2026-03-19T01:56:00+00:00,2026-03-19T11:43:00,2026-03-19T14:30:00,480
7829,R012,2026-03-18T23:45:00Z,2026-03-19T04:43:00,2026-03-19T08:15:00,480
7830,R012,2026-03-19T03:20:00Z,2026-03-19T11:14:00,2026-03-19T14:17:00,480
7831,R012,2026-03-19T14:23:00+00:00,2026-03-19T22:13:00,2026-03-20T01:48:00,480
7832,R012,2026-03-19T01:07:00+00:00,2026-03-18T23:54:00,2026-03-19T02:55:00,480
7833,R012,2026-03-19T01:41:00+00:00,2026-03-19T11:30:00,2026-03-19T14:36:00,480
7834,R012,2026-03-19T00:04:00+00:00,2026-03-18T23:58:00,2026-03-19T02:51:00,480
7835,R012,2026-03-19T00:16:00+00:00,2026-03-19T20:45:00,2026-03-20T00:16:00,480
7836,R012,2026-03-18T21:56:00+00:00,2026-03-19T11:44:00,2026-03-19T14:44:00,480
7837,R012,2026-03-20T00:07:00+00:00,2026-03-19T20:36:00,2026-03-19T23:54:00,480
7838,R012,2026-03-19T01:48:00+00:00,2026-03-19T05:12:00,2026-03-19T07:46:00,480
7839,R012,2026-03-19T00:14:00Z,2026-03-19T20:35:00,2026-03-20T00:15:00,480
7840,R012,2026-03-19T00:08:00Z,2026-03-19T00:05:00,2026-03-19T02:57:00,480
7841,R012,2026-03-19T02:47:00Z,2026-03-19T11:22:00,2026-03-19T14:15:00,480
7842,R012,2026-03-19T01:24:00+00:00,2026-03-19T20:28:00,2026-03-19T23:46:00,480
7843,R012,2026-03-19T03:16:00Z,2026-03-19T11:20:00,2026-03-19T14:14:00,480
7844,R012,2026-03-18T22:23:00Z,2026-03-19T04:42:00,2026-03-19T07:43:00,480
7845,R012,2026-03-18T00:00:00Z,2026-03-19T00:03:00,2026-03-19T02:55:00,480
7846,R012,2026-03-18T23:39:00+00:00,2026-03-18T23:49:00,2026-03-19T02:54:00,480
7847,R012,2026-03-18T14:54:00Z,2026-03-19T00:12:00,2026-03-19T02:54:00,480
7848,R012,2026-03-19T12:23:00+00:00,2026-03-19T20:37:00,2026-03-19T23:59:00,480
7849,R012,2026-03-17T23:46:00Z,2026-03-18T23:47:00,2026-03-19T02:50:00,480
7850,R012,2026-03-19T23:59:00+00:00,2026-03-19T21:40:00,2026-03-20T01:19:00,480
7851,R012,2026-03-18T16:12:00+00:00,2026-03-19T00:06:00,2026-03-19T03:20:00,480
7852,R012,2026-03-18T23:57:00Z,2026-03-18T23:41:00,2026-03-19T02:42:00,480
7853,R012,2026-03-19T23:58:00Z,2026-03-19T21:51:00,2026-03-20T01:28:00,480
7854,R012,2026-03-19T23:45:00+00:00,2026-03-19T11:50:00,2026-03-19T14:40:00,480
7855,R012,2026-03-18T23:15:00+00:00,2026-03-19T04:57:00,2026-03-19T08:00:00,480
7856,R012,2026-03-19T14:06:00+00:00,2026-03-19T21:51:00,2026-03-20T01:13:00,480
7857,R012,2026-03-19T00:00:00+00:00,2026-03-19T22:10:00,2026-03-20T01:20:00,480
7858,R012,2026-03-19T04:12:00+00:00,2026-03-19T11:47:00,2026-03-19T14:33:00,480
7859,R012,2026-03-20T00:03:00Z,2026-03-19T11:24:00,2026-03-19T14:17:00,480
7860,R012,2026-03-18T22:32:00Z,2026-03-19T20:24:00,2026-03-19T23:43:00,480
7861,R012,2026-03-19T23:28:00Z,2026-03-20T11:36:00,2026-03-20T14:26:00,480
7862,R012,2026-03-20T00:09:00Z,2026-03-20T20:50:00,2026-03-21T00:11:00,480
7863,R012,2026-03-19T14:50:00+00:00,2026-03-19T23:59:00,2026-03-20T03:08:00,480
7864,R012,2026-03-19T23:49:00+00:00,2026-03-20T11:36:00,2026-03-20T14:43:00,480
7865,R012,2026-03-20T23:02:00+00:00,2026-03-20T22:18:00,2026-03-21T01:21:00,480
7866,R012,2026-03-19T15:19:00Z,2026-03-19T23:50:00,2026-03-20T03:10:00,480
7867,R012,2026-03-20T13:54:00Z,2026-03-20T21:48:00,2026-03-21T01:18:00,480
7868,R012,2026-03-19T14:36:00Z,2026-03-19T23:56:00,2026-03-20T02:42:00,480
7869,R012,2026-03-20T00:04:00+00:00,2026-03-20T21:56:00,2026-03-21T01:22:00,480
7870,R012,2026-03-20T15:09:00Z,2026-03-20T21:46:00,2026-03-21T01:15:00,480
7871,R012,2026-03-20T00:15:00Z,2026-03-20T22:15:00,2026-03-21T01:20:00,480
7872,R012,2026-03-19T20:54:00+00:00,2026-03-20T05:03:00,2026-03-20T08:17:00,480
7873,R012,2026-03-21T00:07:00Z,2026-03-20T21:41:00,2026-03-21T01:40:00,480
7874,R012,2026-03-20T01:38:00Z,2026-03-20T22:00:00,2026-03-21T01:36:00,480
7875,R012,2026-03-20T22:52:00+00:00,2026-03-20T22:20:00,2026-03-21T01:20:00,480
7876,R012,2026-03-21T00:02:00Z,2026-03-20T11:25:00,2026-03-20T14:11:00,480
7877,R012,2026-03-20T00:06:00+00:00,2026-03-20T05:10:00,2026-03-20T08:17:00,480
7878,R012,2026-03-19T16:11:00+00:00,2026-03-20T00:05:00,2026-03-20T03:02:00,480
7879,R012,2026-03-20T00:52:00Z,2026-03-20T20:41:00,2026-03-20T23:50:00,480
7880,R012,2026-03-19T21:07:00+00:00,2026-03-20T05:11:00,2026-03-20T07:52:00,480
7881,R012,2026-03-20T03:00:00+00:00,2026-03-20T20:12:00,2026-03-21T00:03:00,480
7882,R012,2026-03-19T01:28:00Z,2026-03-20T00:13:00,2026-03-20T03:19:00,480
7883,R012,2026-03-20T23:00:00+00:00,2026-03-20T20:47:00,2026-03-20T23:43:00,480
7884,R012,2026-03-20T13:00:00+00:00,2026-03-20T22:02:00,2026-03-21T01:45:00,480
7885,R012,2026-03-19T21:50:00Z,2026-03-20T00:19:00,2026-03-20T03:00:00,480
7886,R012,2026-03-20T02:47:00Z,2026-03-20T22:19:00,2026-03-21T01:37:00,480
7887,R012,2026-03-19T23:50:00+00:00,2026-03-20T20:38:00,2026-03-21T00:00:00,480
7888,R012,2026-03-19T23:53:00+00:00,2026-03-20T22:08:00,2026-03-21T01:13:00,480
7889,R012,2026-03-19T23:51:00Z,2026-03-20T21:49:00,2026-03-21T01:14:00,480
7890,R012,2026-03-20T03:23:00+00:00,2026-03-20T11:19:00,2026-03-20T14:37:00,480
7891,R012,2026-03-20T22:08:00Z,2026-03-20T21:52:00,2026-03-21T01:35:00,480
7892,R012,2026-03-20T14:35:00Z,2026-03-20T20:17:00,2026-03-21T00:14:00,480
7893,R012,2026-03-20T04:06:00Z,2026-03-20T11:30:00,2026-03-20T14:16:00,480
7894,R012,2026-03-20T12:51:00+00:00,2026-03-20T20:43:00,2026-03-20T23:54:00,480
7895,R012,2026-03-18T21:20:00+00:00,2026-03-19T23:44:00,2026-03-20T03:15:00,480
7896,R012,2026-03-20T05:59:00+00:00,2026-03-20T11:30:00,2026-03-20T14:36:00,480
7897,R012,2026-03-19T23:52:00Z,2026-03-20T22:18:00,2026-03-21T01:43:00,480
7898,R012,2026-03-20T00:18:00Z,2026-03-20T22:07:00,2026-03-21T01:29:00,480
7899,R012,2026-03-21T00:08:00Z,2026-03-20T20:35:00,2026-03-21T00:00:00,480
7900,R012,2026-03-19T23:52:00Z,2026-03-20T11:12:00,2026-03-20T14:20:00,480
7901,R012,2026-03-19T18:51:00Z,2026-03-20T00:09:00,2026-03-20T02:59:00,480
7902,R012,2026-03-18T23:58:00+00:00,2026-03-20T00:01:00,2026-03-20T02:42:00,480
7903,R012,2026-03-18T22:47:00+00:00,2026-03-20T00:20:00,2026-03-20T03:03:00,480
7904,R012,2026-03-20T00:10:00+00:00,2026-03-20T00:04:00,2026-03-20T03:13:00,480
7905,R012,2026-03-20T03:34:00+00:00,2026-03-20T11:16:00,2026-03-20T14:36:00,480
7906,R012,2026-03-19T22:47:00Z,2026-03-20T21:48:00,2026-03-21T01:16:00,480
7907,R012,2026-03-19T00:10:00+00:00,2026-03-19T23:45:00,2026-03-20T03:04:00,480
7908,R012,2026-03-21T00:29:00Z,2026-03-20T21:46:00,2026-03-21T01:10:00,480
7909,R012,2026-03-20T22:10:00Z,2026-03-20T20:41:00,2026-03-21T00:03:00,480
7910,R012,2026-03-20T22:43:00Z,2026-03-20T11:40:00,2026-03-20T14:18:00,480
7911,R012,2026-03-21T00:58:00Z,2026-03-20T20:50:00,2026-03-20T23:52:00,480
7912,R012,2026-03-20T23:59:00+00:00,2026-03-20T11:45:00,2026-03-20T14:34:00,480
7913,R012,2026-03-19T23:46:00Z,2026-03-20T11:21:00,2026-03-20T14:36:00,480
7914,R012,2026-03-19T23:54:00+00:00,2026-03-20T11:31:00,2026-03-20T14:17:00,480
7915,R012,2026-03-20T14:10:00Z,2026-03-20T21:57:00,2026-03-21T01:23:00,480
7916,R012,2026-03-19T02:10:00+00:00,2026-03-20T00:12:00,2026-03-20T02:57:00,480
7917,R012,2026-03-20T03:45:00Z,2026-03-20T11:46:00,2026-03-20T14:24:00,480
7918,R012,2026-03-20T02:02:00+00:00,2026-03-20T04:42:00,2026-03-20T07:41:00,480
7919,R012,2026-03-20T23:58:00Z,2026-03-20T21:43:00,2026-03-21T01:39:00,480
7920,R012,2026-03-19T21:36:00+00:00,2026-03-20T20:33:00,2026-03-21T00:07:00,480
7921,R013,2026-03-10T14:21:00+00:00,2026-03-10T21:40:00,2026-03-11T01:44:00,480
7922,R013,2026-03-09T00:29:00Z,2026-03-10T00:01:00,2026-03-10T03:20:00,480
7923,R013,2026-03-09T23:38:00Z,2026-03-10T20:13:00,2026-03-10T23:46:00,480
7924,R013,2026-03-11T02:15:00Z,2026-03-10T22:20:00,2026-03-11T01:17:00,480
7925,R013,2026-03-09T22:26:00Z,2026-03-10T20:18:00,2026-03-11T00:05:00,480
7926,R013,2026-03-09T23:00:00Z,2026-03-09T23:40:00,2026-03-10T02:45:00,480
7927,R013,2026-03-10T22:21:00Z,2026-03-10T11:28:00,2026-03-10T14:31:00,480
7928,R013,2026-03-10T02:14:00+00:00,2026-03-10T05:19:00,2026-03-10T08:03:00,480
7929,R013,2026-03-09T21:12:00+00:00,2026-03-10T22:07:00,2026-03-11T01:34:00,480
7930,R013,2026-03-10T00:06:00Z,2026-03-10T00:03:00,2026-03-10T03:09:00,480
7931,R013,2026-03-09T15:47:00Z,2026-03-10T00:15:00,2026-03-10T03:14:00,480
7932,R013,2026-03-10T04:51:00Z,2026-03-10T11:25:00,2026-03-10T14:29:00,480
7933,R013,2026-03-09T23:27:00+00:00,2026-03-10T04:55:00,2026-03-10T07:53:00,480
7934,R013,2026-03-09T22:14:00+00:00,2026-03-10T20:19:00,2026-03-10T23:39:00,480
7935,R013,2026-03-10T02:36:00+00:00,2026-03-10T11:41:00,2026-03-10T14:43:00,480
7936,R013,2026-03-11T00:08:00Z,2026-03-10T20:24:00,2026-03-11T00:17:00,480
7937,R013,2026-03-09T23:53:00Z,2026-03-10T05:16:00,2026-03-10T07:46:00,480
7938,R013,2026-03-11T02:57:00Z,2026-03-10T11:25:00,2026-03-10T14:47:00,480
7939,R013,2026-03-09T21:06:00Z,2026-03-10T04:57:00,2026-03-10T07:40:00,480
7940,R013,2026-03-09T23:38:00Z,2026-03-10T04:50:00,2026-03-10T08:02:00,480
7941,R013,2026-03-10T23:45:00+00:00,2026-03-10T20:35:00,2026-03-10T23:52:00,480
7942,R013,2026-03-09T00:03:00+00:00,2026-03-10T05:04:00,2026-03-10T08:06:00,480
7943,R013,2026-03-11T01:46:00+00:00,2026-03-10T20:36:00,2026-03-10T23:54:00,480
7944,R013,2026-03-09T22:12:00+00:00,2026-03-10T00:00:00,2026-03-10T02:46:00,480
7945,R013,2026-03-10T05:38:00+00:00,2026-03-10T11:26:00,2026-03-10T14:16:00,480
7946,R013,2026-03-09T14:19:00Z,2026-03-09T23:52:00,2026-03-10T03:10:00,480
7947,R013,2026-03-09T19:28:00Z,2026-03-10T04:52:00,2026-03-10T08:08:00,480
7948,R013,2026-03-10T00:14:00+00:00,2026-03-10T11:27:00,2026-03-10T14:23:00,480
7949,R013,2026-03-10T00:01:00Z,2026-03-10T22:11:00,2026-03-11T01:45:00,480
7950,R013,2026-03-09T00:08:00+00:00,2026-03-10T00:19:00,2026-03-10T03:13:00,480
7951,R013,2026-03-11T00:44:00Z,2026-03-10T20:11:00,2026-03-11T00:15:00,480
7952,R013,2026-03-08T23:45:00Z,2026-03-09T23:40:00,2026-03-10T03:10:00,480
7953,R013,2026-03-10T21:14:00+00:00,2026-03-10T21:57:00,2026-03-11T01:42:00,480
7954,R013,2026-03-09T21:16:00+00:00,2026-03-10T05:14:00,2026-03-10T08:18:00,480
7955,R013,2026-03-09T21:19:00Z,2026-03-10T05:06:00,2026-03-10T07:54:00,480
7956,R013,2026-03-08T21:42:00Z,2026-03-10T05:00:00,2026-03-10T07:49:00,480
7957,R013,2026-03-10T00:03:00Z,2026-03-10T22:06:00,2026-03-11T01:24:00,480
7958,R013,2026-03-10T14:42:00+00:00,2026-03-10T20:26:00,2026-03-11T00:03:00,480
7959,R013,2026-03-10T13:55:00Z,2026-03-10T21:58:00,2026-03-11T01:31:00,480
