shipment_id,pause_start_local,pause_end_local
8325,2026-03-16T06:29:00,2026-03-16T06:54:00
8326,2026-03-15T23:35:00,2026-03-16T00:20:00
8327,2026-03-16T12:34:00,2026-03-16T13:34:00
8327,2026-03-16T12:49:00,2026-03-16T13:04:00
8328,2026-03-16T02:38:00,2026-03-16T03:13:00
8330,2026-03-16T22:32:00,2026-03-16T22:47:00
8330,2026-03-16T23:42:00,2026-03-17T00:07:00
8331,2026-03-16T11:46:00,2026-03-16T12:01:00
8331,2026-03-16T12:56:00,2026-03-16T13:21:00
8332,2026-03-16T00:50:00,2026-03-16T00:50:00
8333,2026-03-16T05:33:00,2026-03-16T06:03:00
8333,2026-03-16T06:03:00,2026-03-16T06:33:00
8334,2026-03-17T01:18:00,2026-03-17T01:53:00
8335,2026-03-16T23:51:00,2026-03-17T00:26:00
8336,2026-03-16T05:29:00,2026-03-16T05:29:00
8337,2026-03-16T22:26:00,2026-03-16T23:16:00
8337,2026-03-16T22:36:00,2026-03-16T23:06:00
8337,2026-03-16T23:01:00,2026-03-16T23:36:00
8338,2026-03-16T05:58:00,2026-03-16T06:48:00
8338,2026-03-16T06:08:00,2026-03-16T06:38:00
8338,2026-03-16T06:33:00,2026-03-16T07:08:00
8339,2026-03-16T05:37:00,2026-03-16T05:52:00
8339,2026-03-16T06:47:00,2026-03-16T07:12:00
8340,2026-03-16T22:16:00,2026-03-17T01:25:00
8341,2026-03-17T05:35:00,2026-03-17T05:35:00
8342,2026-03-17T12:49:00,2026-03-17T13:49:00
8342,2026-03-17T13:04:00,2026-03-17T13:19:00
8343,2026-03-17T05:28:00,2026-03-17T05:58:00
8343,2026-03-17T05:58:00,2026-03-17T06:28:00
8344,2026-03-17T12:15:00,2026-03-17T12:45:00
8344,2026-03-17T12:45:00,2026-03-17T13:15:00
8345,2026-03-17T23:07:00,2026-03-17T23:52:00
8345,2026-03-17T23:27:00,2026-03-18T00:07:00
8346,2026-03-17T21:17:00,2026-03-17T22:02:00
8346,2026-03-17T21:37:00,2026-03-17T22:17:00
8347,2026-03-17T20:27:00,2026-03-17T21:12:00
8348,2026-03-17T11:44:00,2026-03-17T12:14:00
8348,2026-03-17T12:14:00,2026-03-17T12:44:00
8350,2026-03-17T22:43:00,2026-03-17T23:13:00
8350,2026-03-17T23:13:00,2026-03-17T23:43:00
8352,2026-03-17T11:39:00,2026-03-17T11:54:00
8352,2026-03-17T12:49:00,2026-03-17T13:14:00
8353,2026-03-17T22:46:00,2026-03-17T23:31:00
8353,2026-03-17T23:06:00,2026-03-17T23:46:00
8354,2026-03-17T12:56:00,2026-03-17T13:56:00
8354,2026-03-17T13:11:00,2026-03-17T13:26:00
8355,2026-03-16T23:20:00,2026-03-17T00:05:00
8356,2026-03-17T02:28:00,2026-03-17T03:03:00
8357,2026-03-17T20:55:00,2026-03-17T20:55:00
8359,2026-03-17T12:28:00,2026-03-17T12:28:00
8360,2026-03-17T23:04:00,2026-03-17T23:04:00
8362,2026-03-17T21:37:00,2026-03-17T22:22:00
8362,2026-03-17T21:57:00,2026-03-17T22:37:00
8364,2026-03-17T05:32:00,2026-03-17T05:32:00
8365,2026-03-17T21:51:00,2026-03-17T22:36:00
8366,2026-03-17T20:16:00,2026-03-18T00:17:00
8367,2026-03-17T11:12:00,2026-03-17T11:57:00
8368,2026-03-17T05:05:00,2026-03-17T05:20:00
8368,2026-03-17T06:15:00,2026-03-17T06:40:00
8369,2026-03-16T23:54:00,2026-03-17T02:51:00
8370,2026-03-17T01:32:00,2026-03-17T02:32:00
8370,2026-03-17T01:47:00,2026-03-17T02:02:00
8371,2026-03-17T22:44:00,2026-03-17T22:44:00
8372,2026-03-17T23:47:00,2026-03-18T00:22:00
8373,2026-03-17T05:40:00,2026-03-17T05:40:00
8374,2026-03-16T23:40:00,2026-03-17T03:02:00
8375,2026-03-17T00:18:00,2026-03-17T00:48:00
8375,2026-03-17T00:48:00,2026-03-17T01:18:00
8376,2026-03-17T12:12:00,2026-03-17T13:02:00
8376,2026-03-17T12:22:00,2026-03-17T12:52:00
8376,2026-03-17T12:47:00,2026-03-17T13:22:00
8377,2026-03-17T12:14:00,2026-03-17T13:04:00
8377,2026-03-17T12:24:00,2026-03-17T12:54:00
8377,2026-03-17T12:49:00,2026-03-17T13:24:00
8378,2026-03-17T22:22:00,2026-03-17T22:52:00
8378,2026-03-17T22:52:00,2026-03-17T23:22:00
8379,2026-03-17T22:10:00,2026-03-17T22:40:00
8379,2026-03-17T22:40:00,2026-03-17T23:10:00
8380,2026-03-17T12:30:00,2026-03-17T12:30:00
8381,2026-03-17T05:29:00,2026-03-17T05:59:00
8381,2026-03-17T05:59:00,2026-03-17T06:29:00
8382,2026-03-17T12:17:00,2026-03-17T12:47:00
8382,2026-03-17T12:47:00,2026-03-17T13:17:00
8383,2026-03-17T20:03:00,2026-03-17T20:48:00
8384,2026-03-17T19:55:00,2026-03-17T20:40:00
8386,2026-03-17T20:51:00,2026-03-17T21:21:00
8386,2026-03-17T21:21:00,2026-03-17T21:51:00
8387,2026-03-17T21:34:00,2026-03-17T21:34:00
8388,2026-03-17T22:39:00,2026-03-17T22:39:00
8389,2026-03-17T12:02:00,2026-03-17T12:32:00
8389,2026-03-17T12:32:00,2026-03-17T13:02:00
8390,2026-03-17T02:25:00,2026-03-17T03:00:00
8391,2026-03-17T04:47:00,2026-03-17T08:11:00
8394,2026-03-17T21:29:00,2026-03-17T22:19:00
8394,2026-03-17T21:39:00,2026-03-17T22:09:00
8394,2026-03-17T22:04:00,2026-03-17T22:39:00
8395,2026-03-17T22:13:00,2026-03-17T22:28:00
8395,2026-03-17T23:23:00,2026-03-17T23:48:00
8396,2026-03-17T20:45:00,2026-03-17T23:54:00
8397,2026-03-17T21:17:00,2026-03-17T22:07:00
8397,2026-03-17T21:27:00,2026-03-17T21:57:00
8397,2026-03-17T21:52:00,2026-03-17T22:27:00
8398,2026-03-17T04:43:00,2026-03-17T07:55:00
8399,2026-03-17T22:40:00,2026-03-17T22:40:00
8400,2026-03-17T21:44:00,2026-03-17T22:29:00
8402,2026-03-18T22:01:00,2026-03-18T23:01:00
8402,2026-03-18T22:16:00,2026-03-18T22:31:00
8404,2026-03-18T11:58:00,2026-03-18T12:13:00
8404,2026-03-18T13:08:00,2026-03-18T13:33:00
8405,2026-03-18T22:07:00,2026-03-18T22:22:00
8405,2026-03-18T23:17:00,2026-03-18T23:42:00
8406,2026-03-18T14:30:00,2026-03-18T15:05:00
8407,2026-03-18T05:48:00,2026-03-18T06:18:00
8407,2026-03-18T06:18:00,2026-03-18T06:48:00
8408,2026-03-18T12:38:00,2026-03-18T13:23:00
8408,2026-03-18T12:58:00,2026-03-18T13:38:00
8409,2026-03-18T22:28:00,2026-03-18T22:28:00
8410,2026-03-18T20:57:00,2026-03-18T20:57:00
8411,2026-03-18T22:19:00,2026-03-18T22:49:00
8411,2026-03-18T22:49:00,2026-03-18T23:19:00
8412,2026-03-18T12:00:00,2026-03-18T12:30:00
8412,2026-03-18T12:30:00,2026-03-18T13:00:00
8415,2026-03-18T20:47:00,2026-03-18T21:02:00
8415,2026-03-18T21:57:00,2026-03-18T22:22:00
8416,2026-03-18T05:48:00,2026-03-18T05:48:00
8417,2026-03-18T05:38:00,2026-03-18T06:08:00
8417,2026-03-18T06:08:00,2026-03-18T06:38:00
8418,2026-03-18T00:27:00,2026-03-18T01:17:00
8418,2026-03-18T00:37:00,2026-03-18T01:07:00
8418,2026-03-18T01:02:00,2026-03-18T01:37:00
8419,2026-03-18T12:11:00,2026-03-18T12:41:00
8419,2026-03-18T12:41:00,2026-03-18T13:11:00
8420,2026-03-18T23:03:00,2026-03-18T23:48:00
8420,2026-03-18T23:23:00,2026-03-19T00:03:00
8422,2026-03-18T21:33:00,2026-03-18T22:18:00
8423,2026-03-18T06:01:00,2026-03-18T07:01:00
8423,2026-03-18T06:16:00,2026-03-18T06:31:00
8424,2026-03-18T11:25:00,2026-03-18T14:23:00
8425,2026-03-18T07:52:00,2026-03-18T08:27:00
8426,2026-03-18T21:22:00,2026-03-18T22:12:00
8426,2026-03-18T21:32:00,2026-03-18T22:02:00
8426,2026-03-18T21:57:00,2026-03-18T22:32:00
8427,2026-03-18T14:31:00,2026-03-18T15:06:00
8428,2026-03-18T22:44:00,2026-03-18T23:14:00
8428,2026-03-18T23:14:00,2026-03-18T23:44:00
8429,2026-03-18T06:16:00,2026-03-18T07:16:00
8429,2026-03-18T06:31:00,2026-03-18T06:46:00
8430,2026-03-18T11:41:00,2026-03-18T12:11:00
8430,2026-03-18T12:11:00,2026-03-18T12:41:00
8431,2026-03-18T23:03:00,2026-03-18T23:03:00
8432,2026-03-18T05:53:00,2026-03-18T05:53:00
8433,2026-03-18T21:26:00,2026-03-18T22:16:00
8433,2026-03-18T21:36:00,2026-03-18T22:06:00
8433,2026-03-18T22:01:00,2026-03-18T22:36:00
8434,2026-03-18T22:32:00,2026-03-18T22:47:00
8434,2026-03-18T23:42:00,2026-03-19T00:07:00
8435,2026-03-18T04:37:00,2026-03-18T05:22:00
8436,2026-03-18T04:46:00,2026-03-18T05:31:00
8437,2026-03-18T04:23:00,2026-03-18T05:08:00
8438,2026-03-18T12:20:00,2026-03-18T13:10:00
8438,2026-03-18T12:30:00,2026-03-18T13:00:00
8438,2026-03-18T12:55:00,2026-03-18T13:30:00
8439,2026-03-18T05:25:00,2026-03-18T05:55:00
8439,2026-03-18T05:55:00,2026-03-18T06:25:00
8440,2026-03-18T20:40:00,2026-03-19T00:15:00
8441,2026-03-18T11:30:00,2026-03-18T12:15:00
8442,2026-03-18T22:08:00,2026-03-18T22:23:00
8442,2026-03-18T23:18:00,2026-03-18T23:43:00
8444,2026-03-18T14:32:00,2026-03-18T15:07:00
8445,2026-03-18T21:54:00,2026-03-18T22:54:00
8445,2026-03-18T22:09:00,2026-03-18T22:24:00
8446,2026-03-18T00:50:00,2026-03-18T01:35:00
8446,2026-03-18T01:10:00,2026-03-18T01:50:00
8447,2026-03-19T01:33:00,2026-03-19T02:08:00
8448,2026-03-18T00:51:00,2026-03-18T00:51:00
8449,2026-03-18T20:54:00,2026-03-18T21:24:00
8449,2026-03-18T21:24:00,2026-03-18T21:54:00
8450,2026-03-18T05:32:00,2026-03-18T06:02:00
8450,2026-03-18T06:02:00,2026-03-18T06:32:00
8451,2026-03-18T23:29:00,2026-03-19T00:29:00
8451,2026-03-18T23:44:00,2026-03-18T23:59:00
8452,2026-03-18T01:08:00,2026-03-18T02:08:00
8452,2026-03-18T01:23:00,2026-03-18T01:38:00
8453,2026-03-18T12:30:00,2026-03-18T13:30:00
8453,2026-03-18T12:45:00,2026-03-18T13:00:00
8454,2026-03-18T14:02:00,2026-03-18T14:37:00
8455,2026-03-18T11:56:00,2026-03-18T11:56:00
8456,2026-03-18T00:07:00,2026-03-18T00:22:00
8456,2026-03-18T01:17:00,2026-03-18T01:42:00
8457,2026-03-18T04:50:00,2026-03-18T05:35:00
8458,2026-03-18T05:40:00,2026-03-18T06:25:00
8458,2026-03-18T06:00:00,2026-03-18T06:40:00
8460,2026-03-18T21:58:00,2026-03-19T01:10:00
8461,2026-03-19T01:07:00,2026-03-19T02:07:00
8461,2026-03-19T01:22:00,2026-03-19T01:37:00
8462,2026-03-19T12:22:00,2026-03-19T13:12:00
8462,2026-03-19T12:32:00,2026-03-19T13:02:00
8462,2026-03-19T12:57:00,2026-03-19T13:32:00
8463,2026-03-19T04:41:00,2026-03-19T05:26:00
8464,2026-03-19T00:48:00,2026-03-19T01:38:00
8464,2026-03-19T00:58:00,2026-03-19T01:28:00
8464,2026-03-19T01:23:00,2026-03-19T01:58:00
8465,2026-03-19T00:43:00,2026-03-19T01:33:00
8465,2026-03-19T00:53:00,2026-03-19T01:23:00
8465,2026-03-19T01:18:00,2026-03-19T01:53:00
8466,2026-03-19T00:34:00,2026-03-19T00:49:00
8466,2026-03-19T01:44:00,2026-03-19T02:09:00
8467,2026-03-19T01:16:00,2026-03-19T02:01:00
8467,2026-03-19T01:36:00,2026-03-19T02:16:00
8468,2026-03-19T21:40:00,2026-03-19T22:25:00
8468,2026-03-19T22:00:00,2026-03-19T22:40:00
8470,2026-03-19T21:11:00,2026-03-19T22:01:00
8470,2026-03-19T21:21:00,2026-03-19T21:51:00
8470,2026-03-19T21:46:00,2026-03-19T22:21:00
8471,2026-03-19T07:49:00,2026-03-19T08:24:00
8472,2026-03-19T21:14:00,2026-03-19T22:04:00
8472,2026-03-19T21:24:00,2026-03-19T21:54:00
8472,2026-03-19T21:49:00,2026-03-19T22:24:00
8474,2026-03-19T06:20:00,2026-03-19T07:20:00
8474,2026-03-19T06:35:00,2026-03-19T06:50:00
8475,2026-03-19T22:42:00,2026-03-19T23:32:00
8475,2026-03-19T22:52:00,2026-03-19T23:22:00
8475,2026-03-19T23:17:00,2026-03-19T23:52:00
8476,2026-03-19T20:19:00,2026-03-19T21:04:00
8477,2026-03-19T22:55:00,2026-03-19T23:40:00
8477,2026-03-19T23:15:00,2026-03-19T23:55:00
8478,2026-03-19T21:08:00,2026-03-19T21:38:00
8478,2026-03-19T21:38:00,2026-03-19T22:08:00
8479,2026-03-19T05:00:00,2026-03-19T05:45:00
8480,2026-03-19T07:55:00,2026-03-19T08:30:00
8481,2026-03-19T00:15:00,2026-03-19T02:41:00
8482,2026-03-19T14:20:00,2026-03-19T14:55:00
8483,2026-03-19T21:01:00,2026-03-19T21:16:00
8483,2026-03-19T22:11:00,2026-03-19T22:36:00
8484,2026-03-19T00:18:00,2026-03-19T00:33:00
8484,2026-03-19T01:28:00,2026-03-19T01:53:00
8485,2026-03-19T21:45:00,2026-03-19T22:45:00
8485,2026-03-19T22:00:00,2026-03-19T22:15:00
8486,2026-03-19T04:59:00,2026-03-19T08:15:00
8487,2026-03-19T00:57:00,2026-03-19T01:47:00
8487,2026-03-19T01:07:00,2026-03-19T01:37:00
8487,2026-03-19T01:32:00,2026-03-19T02:07:00
8488,2026-03-19T20:59:00,2026-03-19T20:59:00
8489,2026-03-19T05:42:00,2026-03-19T06:32:00
8489,2026-03-19T05:52:00,2026-03-19T06:22:00
8489,2026-03-19T06:17:00,2026-03-19T06:52:00
8491,2026-03-19T23:13:00,2026-03-20T00:13:00
8491,2026-03-19T23:28:00,2026-03-19T23:43:00
8492,2026-03-19T05:42:00,2026-03-19T05:42:00
8493,2026-03-19T07:38:00,2026-03-19T08:13:00
8494,2026-03-19T11:52:00,2026-03-19T12:22:00
8494,2026-03-19T12:22:00,2026-03-19T12:52:00
8495,2026-03-19T21:56:00,2026-03-20T01:16:00
8496,2026-03-19T11:10:00,2026-03-19T11:55:00
8497,2026-03-20T01:34:00,2026-03-20T02:09:00
8498,2026-03-19T21:29:00,2026-03-19T22:19:00
8498,2026-03-19T21:39:00,2026-03-19T22:09:00
8498,2026-03-19T22:04:00,2026-03-19T22:39:00
8499,2026-03-19T14:02:00,2026-03-19T14:37:00
8500,2026-03-19T21:44:00,2026-03-19T22:29:00
8500,2026-03-19T22:04:00,2026-03-19T22:44:00
8502,2026-03-19T05:45:00,2026-03-19T05:45:00
8503,2026-03-19T22:17:00,2026-03-19T22:32:00
8503,2026-03-19T23:27:00,2026-03-19T23:52:00
8504,2026-03-19T22:21:00,2026-03-19T23:11:00
8504,2026-03-19T22:31:00,2026-03-19T23:01:00
8504,2026-03-19T22:56:00,2026-03-19T23:31:00
8506,2026-03-19T19:52:00,2026-03-19T20:37:00
8508,2026-03-19T00:25:00,2026-03-19T00:55:00
8508,2026-03-19T00:55:00,2026-03-19T01:25:00
8509,2026-03-19T21:06:00,2026-03-19T21:06:00
8510,2026-03-19T11:04:00,2026-03-19T11:49:00
8512,2026-03-19T00:40:00,2026-03-19T00:40:00
8513,2026-03-19T21:14:00,2026-03-19T21:59:00
8513,2026-03-19T21:34:00,2026-03-19T22:14:00
8515,2026-03-19T00:40:00,2026-03-19T01:10:00
8515,2026-03-19T01:10:00,2026-03-19T01:40:00
8517,2026-03-19T02:42:00,2026-03-19T03:17:00
8518,2026-03-19T22:57:00,2026-03-19T23:47:00
8518,2026-03-19T23:07:00,2026-03-19T23:37:00
8518,2026-03-19T23:32:00,2026-03-20T00:07:00
8519,2026-03-19T05:18:00,2026-03-19T05:48:00
8519,2026-03-19T05:48:00,2026-03-19T06:18:00
8520,2026-03-19T00:35:00,2026-03-19T01:05:00
8520,2026-03-19T01:05:00,2026-03-19T01:35:00
8521,2026-03-20T04:59:00,2026-03-20T05:44:00
8522,2026-03-20T00:18:00,2026-03-20T00:33:00
8522,2026-03-20T01:28:00,2026-03-20T01:53:00
8523,2026-03-20T14:10:00,2026-03-20T14:45:00
8524,2026-03-20T12:40:00,2026-03-20T13:40:00
8524,2026-03-20T12:55:00,2026-03-20T13:10:00
8525,2026-03-20T07:39:00,2026-03-20T08:14:00
8526,2026-03-20T02:25:00,2026-03-20T03:00:00
8527,2026-03-20T00:23:00,2026-03-20T01:13:00
8527,2026-03-20T00:33:00,2026-03-20T01:03:00
8527,2026-03-20T00:58:00,2026-03-20T01:33:00
8528,2026-03-20T00:22:00,2026-03-20T00:37:00
8528,2026-03-20T01:32:00,2026-03-20T01:57:00
8529,2026-03-20T05:39:00,2026-03-20T06:09:00
8529,2026-03-20T06:09:00,2026-03-20T06:39:00
8531,2026-03-20T23:51:00,2026-03-21T00:26:00
8532,2026-03-19T23:27:00,2026-03-20T00:12:00
8533,2026-03-20T00:37:00,2026-03-20T00:37:00
8534,2026-03-20T11:13:00,2026-03-20T14:45:00
8535,2026-03-20T21:06:00,2026-03-20T21:36:00
8535,2026-03-20T21:36:00,2026-03-20T22:06:00
8536,2026-03-20T21:34:00,2026-03-20T21:34:00
8537,2026-03-20T22:13:00,2026-03-20T22:28:00
8537,2026-03-20T23:23:00,2026-03-20T23:48:00
8538,2026-03-20T01:36:00,2026-03-20T02:36:00
8538,2026-03-20T01:51:00,2026-03-20T02:06:00
8539,2026-03-20T05:19:00,2026-03-20T05:49:00
8539,2026-03-20T05:49:00,2026-03-20T06:19:00
8540,2026-03-20T10:57:00,2026-03-20T11:42:00
8541,2026-03-20T21:24:00,2026-03-20T21:24:00
8542,2026-03-21T01:07:00,2026-03-21T01:42:00
8543,2026-03-20T00:17:00,2026-03-20T00:32:00
8543,2026-03-20T01:27:00,2026-03-20T01:52:00
8544,2026-03-20T00:21:00,2026-03-20T00:51:00
8544,2026-03-20T00:51:00,2026-03-20T01:21:00
8545,2026-03-20T00:48:00,2026-03-20T01:38:00
8545,2026-03-20T00:58:00,2026-03-20T01:28:00
8545,2026-03-20T01:23:00,2026-03-20T01:58:00
8546,2026-03-20T00:19:00,2026-03-20T00:34:00
8546,2026-03-20T01:29:00,2026-03-20T01:54:00
8547,2026-03-20T00:32:00,2026-03-20T00:32:00
8548,2026-03-20T14:05:00,2026-03-20T14:40:00
8549,2026-03-20T00:15:00,2026-03-20T00:30:00
8549,2026-03-20T01:25:00,2026-03-20T01:50:00
8550,2026-03-20T20:24:00,2026-03-20T23:44:00
8551,2026-03-20T11:34:00,2026-03-20T14:44:00
8553,2026-03-20T14:26:00,2026-03-20T15:01:00
8554,2026-03-20T00:45:00,2026-03-20T01:30:00
8554,2026-03-20T01:05:00,2026-03-20T01:45:00
8555,2026-03-20T11:39:00,2026-03-20T14:20:00
8556,2026-03-20T22:41:00,2026-03-20T23:26:00
8556,2026-03-20T23:01:00,2026-03-20T23:41:00
8558,2026-03-20T12:11:00,2026-03-20T12:41:00
8558,2026-03-20T12:41:00,2026-03-20T13:11:00
8560,2026-03-20T20:28:00,2026-03-21T00:07:00
8561,2026-03-20T05:46:00,2026-03-20T06:31:00
8561,2026-03-20T06:06:00,2026-03-20T06:46:00
8562,2026-03-20T11:56:00,2026-03-20T12:46:00
8562,2026-03-20T12:06:00,2026-03-20T12:36:00
8562,2026-03-20T12:31:00,2026-03-20T13:06:00
8563,2026-03-20T12:11:00,2026-03-20T12:11:00
8564,2026-03-20T22:50:00,2026-03-20T23:35:00
8564,2026-03-20T23:10:00,2026-03-20T23:50:00
8565,2026-03-20T22:58:00,2026-03-20T23:48:00
8565,2026-03-20T23:08:00,2026-03-20T23:38:00
8565,2026-03-20T23:33:00,2026-03-21T00:08:00
8566,2026-03-21T01:08:00,2026-03-21T01:43:00
8568,2026-03-20T05:03:00,2026-03-20T07:51:00
8569,2026-03-20T11:08:00,2026-03-20T11:53:00
8570,2026-03-20T12:24:00,2026-03-20T13:14:00
8570,2026-03-20T12:34:00,2026-03-20T13:04:00
8570,2026-03-20T12:59:00,2026-03-20T13:34:00
8571,2026-03-20T00:14:00,2026-03-20T03:06:00
8572,2026-03-20T12:51:00,2026-03-20T13:51:00
8572,2026-03-20T13:06:00,2026-03-20T13:21:00
8573,2026-03-20T22:27:00,2026-03-20T22:27:00
8574,2026-03-20T05:38:00,2026-03-20T05:53:00
8574,2026-03-20T06:48:00,2026-03-20T07:13:00
8575,2026-03-20T23:52:00,2026-03-21T00:27:00
8577,2026-03-20T07:33:00,2026-03-20T08:08:00
8578,2026-03-20T12:11:00,2026-03-20T13:01:00
8578,2026-03-20T12:21:00,2026-03-20T12:51:00
8578,2026-03-20T12:46:00,2026-03-20T13:21:00
8579,2026-03-19T23:45:00,2026-03-20T00:30:00
8580,2026-03-20T11:35:00,2026-03-20T11:50:00
8580,2026-03-20T12:45:00,2026-03-20T13:10:00
8583,2026-03-10T22:29:00,2026-03-10T22:44:00
8583,2026-03-10T23:39:00,2026-03-11T00:04:00
8584,2026-03-10T21:23:00,2026-03-10T22:08:00
8584,2026-03-10T21:43:00,2026-03-10T22:23:00
8585,2026-03-10T21:02:00,2026-03-10T21:52:00
8585,2026-03-10T21:12:00,2026-03-10T21:42:00
8585,2026-03-10T21:37:00,2026-03-10T22:12:00
8586,2026-03-11T01:25:00,2026-03-11T02:00:00
8587,2026-03-10T00:41:00,2026-03-10T01:26:00
8587,2026-03-10T01:01:00,2026-03-10T01:41:00
8588,2026-03-09T23:56:00,2026-03-10T00:41:00
8589,2026-03-10T12:02:00,2026-03-10T12:02:00
8590,2026-03-09T23:53:00,2026-03-10T00:38:00
8591,2026-03-10T07:56:00,2026-03-10T08:31:00
8592,2026-03-09T23:47:00,2026-03-10T00:32:00
8593,2026-03-10T23:07:00,2026-03-10T23:52:00
8593,2026-03-10T23:27:00,2026-03-11T00:07:00
8594,2026-03-10T06:07:00,2026-03-10T07:07:00
8594,2026-03-10T06:22:00,2026-03-10T06:37:00
8595,2026-03-10T03:02:00,2026-03-10T03:37:00
8596,2026-03-11T01:16:00,2026-03-11T01:51:00
8598,2026-03-09T23:22:00,2026-03-10T00:07:00
8599,2026-03-10T12:09:00,2026-03-10T12:59:00
8599,2026-03-10T12:19:00,2026-03-10T12:49:00
8599,2026-03-10T12:44:00,2026-03-10T13:19:00
8600,2026-03-10T01:15:00,2026-03-10T02:00:00
8600,2026-03-10T01:35:00,2026-03-10T02:15:00
8601,2026-03-10T13:59:00,2026-03-10T14:34:00
8603,2026-03-10T05:55:00,2026-03-10T05:55:00
8605,2026-03-10T01:01:00,2026-03-10T01:01:00
8606,2026-03-10T11:40:00,2026-03-10T14:16:00
8607,2026-03-10T12:13:00,2026-03-10T13:03:00
8607,2026-03-10T12:23:00,2026-03-10T12:53:00
8607,2026-03-10T12:48:00,2026-03-10T13:23:00
8608,2026-03-10T11:45:00,2026-03-10T12:00:00
8608,2026-03-10T12:55:00,2026-03-10T13:20:00
8609,2026-03-10T07:30:00,2026-03-10T08:05:00
8610,2026-03-10T21:48:00,2026-03-10T22:48:00
8610,2026-03-10T22:03:00,2026-03-10T22:18:00
8611,2026-03-10T23:02:00,2026-03-11T00:02:00
8611,2026-03-10T23:17:00,2026-03-10T23:32:00
8612,2026-03-10T22:40:00,2026-03-10T23:25:00
8612,2026-03-10T23:00:00,2026-03-10T23:40:00
8613,2026-03-10T04:36:00,2026-03-10T05:21:00
8614,2026-03-10T22:48:00,2026-03-10T23:38:00
8614,2026-03-10T22:58:00,2026-03-10T23:28:00
8614,2026-03-10T23:23:00,2026-03-10T23:58:00
8615,2026-03-10T14:03:00,2026-03-10T14:38:00
8616,2026-03-10T20:53:00,2026-03-10T21:23:00
8616,2026-03-10T21:23:00,2026-03-10T21:53:00
8617,2026-03-10T20:32:00,2026-03-10T23:52:00
8619,2026-03-10T21:50:00,2026-03-10T22:50:00
8619,2026-03-10T22:05:00,2026-03-10T22:20:00
8620,2026-03-10T20:04:00,2026-03-10T20:49:00
8621,2026-03-10T05:54:00,2026-03-10T06:44:00
8621,2026-03-10T06:04:00,2026-03-10T06:34:00
8621,2026-03-10T06:29:00,2026-03-10T07:04:00
8622,2026-03-10T21:10:00,2026-03-10T21:55:00
8622,2026-03-10T21:30:00,2026-03-10T22:10:00
8623,2026-03-10T20:20:00,2026-03-11T00:06:00
8624,2026-03-10T00:28:00,2026-03-10T00:28:00
8626,2026-03-10T22:42:00,2026-03-10T23:32:00
8626,2026-03-10T22:52:00,2026-03-10T23:22:00
8626,2026-03-10T23:17:00,2026-03-10T23:52:00
8627,2026-03-10T06:17:00,2026-03-10T07:17:00
8627,2026-03-10T06:32:00,2026-03-10T06:47:00
8628,2026-03-10T12:18:00,2026-03-10T13:08:00
8628,2026-03-10T12:28:00,2026-03-10T12:58:00
8628,2026-03-10T12:53:00,2026-03-10T13:28:00
8630,2026-03-10T22:19:00,2026-03-11T01:45:00
8631,2026-03-10T22:23:00,2026-03-10T22:38:00
8631,2026-03-10T23:33:00,2026-03-10T23:58:00
8632,2026-03-10T12:29:00,2026-03-10T13:19:00
8632,2026-03-10T12:39:00,2026-03-10T13:09:00
8632,2026-03-10T13:04:00,2026-03-10T13:39:00
8633,2026-03-10T23:49:00,2026-03-11T00:24:00
8634,2026-03-10T20:55:00,2026-03-10T21:45:00
8634,2026-03-10T21:05:00,2026-03-10T21:35:00
8634,2026-03-10T21:30:00,2026-03-10T22:05:00
8635,2026-03-10T22:16:00,2026-03-11T01:49:00
8636,2026-03-10T02:26:00,2026-03-10T03:01:00
8637,2026-03-10T00:46:00,2026-03-10T01:31:00
8637,2026-03-10T01:06:00,2026-03-10T01:46:00
8638,2026-03-10T11:23:00,2026-03-10T12:08:00
8639,2026-03-10T06:16:00,2026-03-10T07:01:00
8639,2026-03-10T06:36:00,2026-03-10T07:16:00
8640,2026-03-10T04:45:00,2026-03-10T08:07:00
8641,2026-03-11T14:08:00,2026-03-11T14:43:00
8642,2026-03-11T12:10:00,2026-03-11T12:40:00
8642,2026-03-11T12:40:00,2026-03-11T13:10:00
8644,2026-03-11T05:17:00,2026-03-11T08:09:00
8645,2026-03-11T01:24:00,2026-03-11T02:24:00
8645,2026-03-11T01:39:00,2026-03-11T01:54:00
8646,2026-03-11T21:06:00,2026-03-11T21:21:00
8646,2026-03-11T22:16:00,2026-03-11T22:41:00
8647,2026-03-11T11:10:00,2026-03-11T11:55:00
8648,2026-03-11T12:23:00,2026-03-11T13:08:00
8648,2026-03-11T12:43:00,2026-03-11T13:23:00
8649,2026-03-11T21:03:00,2026-03-11T21:18:00
8649,2026-03-11T22:13:00,2026-03-11T22:38:00
8650,2026-03-11T12:35:00,2026-03-11T13:20:00
8650,2026-03-11T12:55:00,2026-03-11T13:35:00
8651,2026-03-12T01:17:00,2026-03-12T01:52:00
8652,2026-03-11T05:49:00,2026-03-11T05:49:00
8653,2026-03-11T21:58:00,2026-03-11T22:43:00
8654,2026-03-11T04:30:00,2026-03-11T05:15:00
8655,2026-03-11T07:37:00,2026-03-11T08:12:00
8656,2026-03-11T00:37:00,2026-03-11T01:27:00
8656,2026-03-11T00:47:00,2026-03-11T01:17:00
8656,2026-03-11T01:12:00,2026-03-11T01:47:00
8657,2026-03-11T04:46:00,2026-03-11T07:57:00
